date,close,volume,open,low,high
2019-04-08 17:12:00,78300,1,78300,78300,78300
2019-04-08 16:54:00,78400,1,78400,78400,78400
2019-04-08 16:42:00,78200,3,78300,78200,78300
2019-04-08 15:38:00,78200,3,78200,78200,78200
2019-04-08 15:35:00,78200,1,78200,78200,78200
2019-04-08 15:26:00,78400,1,78400,78400,78400
2019-04-08 15:07:00,78400,1,78400,78400,78400
2019-04-08 14:29:00,78300,2,78300,78300,78300
2019-04-08 14:04:00,78400,1,78400,78400,78400
2019-04-08 13:47:00,78200,4,78300,78200,78300
2019-04-08 13:25:00,78500,1,78500,78500,78500
2019-04-08 13:24:00,78300,1,78300,78300,78300
2019-04-08 13:20:00,78400,1,78400,78400,78400
2019-04-08 13:06:00,78300,1,78300,78300,78300
2019-04-08 12:29:00,78500,1,78500,78500,78500
2019-04-08 12:23:00,78400,1,78400,78400,78400
2019-04-08 11:26:00,78300,1,78300,78300,78300
2019-04-08 10:26:00,78300,3,78300,78300,78300
2019-04-08 10:00:00,78500,1,78500,78500,78500
2019-04-08 09:29:00,78300,2,78300,78300,78300
2019-04-08 09:05:00,78500,1,78500,78500,78500
2019-04-05 17:32:00,78500,48,78500,78500,78500
2019-04-05 17:31:00,78500,333,78600,78400,78600
2019-04-05 17:30:00,78700,516,78600,78400,78700
2019-04-05 17:29:00,78500,204,78400,78400,78600
2019-04-05 17:25:00,78400,75,78400,78400,78400
2019-04-05 17:23:00,78400,71,78400,78400,78400
2019-04-05 17:22:00,78800,316,78500,78100,79000
2019-04-05 17:21:00,78600,155,78600,78100,78800
2019-04-05 17:20:00,78300,1,78300,78300,78300
2019-04-05 17:14:00,78300,1,78300,78300,78300
2019-04-05 17:08:00,78400,1,78400,78400,78400
2019-04-05 17:07:00,78300,2,78300,78300,78300
2019-04-05 17:06:00,78300,6,78400,78300,78400
2019-04-05 17:05:00,78400,2,78500,78400,78500
2019-04-05 17:04:00,78600,1,78600,78600,78600
2019-04-05 16:44:00,78600,1,78600,78600,78600
2019-04-05 16:36:00,78500,1,78500,78500,78500
2019-04-05 16:32:00,78600,1,78600,78600,78600
2019-04-05 16:20:00,78600,1,78600,78600,78600
2019-04-05 16:15:00,78500,2,78500,78500,78500
2019-04-05 16:14:00,78500,1,78500,78500,78500
2019-04-05 15:50:00,78200,1,78200,78200,78200
2019-04-05 15:49:00,78400,2,78400,78400,78400
2019-04-05 15:35:00,78200,1,78200,78200,78200
2019-04-05 15:26:00,78300,1,78300,78300,78300
2019-04-05 15:16:00,78400,1,78400,78400,78400
2019-04-05 15:11:00,78400,1,78400,78400,78400
2019-04-05 14:51:00,78400,1,78400,78400,78400
2019-04-05 14:20:00,78300,1,78300,78300,78300
2019-04-05 14:12:00,78400,2,78400,78400,78400
2019-04-05 14:06:00,78400,1,78400,78400,78400
2019-04-05 14:04:00,78400,2,78400,78400,78400
2019-04-05 13:23:00,78400,1,78400,78400,78400
2019-04-05 12:01:00,78300,2,78200,78200,78300
2019-04-05 11:54:00,78100,3,78200,78100,78200
2019-04-05 11:53:00,78200,1,78200,78200,78200
2019-04-05 11:46:00,78300,3,78400,78300,78400
2019-04-05 11:34:00,78400,3,78400,78400,78400
2019-04-05 11:24:00,78500,1,78500,78500,78500
2019-04-05 10:20:00,78500,1,78500,78500,78500
2019-04-05 10:14:00,78400,1,78400,78400,78400
2019-04-05 10:13:00,78400,2,78400,78400,78400
2019-04-05 10:05:00,78500,1,78500,78500,78500
2019-04-05 10:00:00,78500,1,78500,78500,78500
2019-04-05 09:43:00,78400,1,78400,78400,78400
2019-04-05 09:33:00,78400,1,78400,78400,78400
2019-04-05 09:32:00,78400,1,78400,78400,78400
2019-04-05 09:24:00,78400,1,78400,78400,78400
2019-04-05 09:23:00,78300,1,78300,78300,78300
2019-04-05 09:15:00,78200,4,78300,78200,78300
2019-04-05 09:02:00,78500,4,78500,78500,78500
2019-04-05 09:01:00,78500,4,78500,78500,78500
2019-04-05 09:00:00,78600,6,78700,78600,78700
2019-04-05 08:56:00,78600,3,78600,78600,78600
2019-04-05 08:55:00,78500,3,78500,78500,78500
2019-04-05 08:38:00,78500,2,78500,78500,78500
2019-04-05 08:15:00,78800,2,78800,78800,78800
2019-04-05 05:56:00,78500,1,78500,78500,78500
2019-04-04 17:32:00,78400,153,78500,78400,78500
2019-04-04 17:31:00,78400,51,78400,78400,78400
2019-04-04 17:30:00,78400,348,78800,78300,78800
2019-04-04 17:29:00,78900,139,79000,78900,79000
2019-04-04 17:28:00,79300,92,79500,79300,79500
2019-04-04 17:27:00,79000,214,79000,79000,79000
2019-04-04 17:26:00,79000,84,79000,79000,79000
2019-04-04 17:25:00,79000,317,79800,78800,80000
2019-04-04 17:24:00,79500,207,78700,78700,79500
2019-04-04 17:23:00,78800,143,78900,78800,79000
2019-04-04 17:22:00,78900,239,78400,78400,79000
2019-04-04 17:21:00,78400,246,78100,77800,78500
2019-04-04 17:16:00,77900,2,77900,77900,77900
2019-04-04 17:05:00,78000,1,78000,78000,78000
2019-04-04 17:00:00,78000,1,78000,78000,78000
2019-04-04 16:56:00,78000,1,78000,78000,78000
2019-04-04 16:54:00,78100,1,78100,78100,78100
2019-04-04 16:46:00,78300,1,78300,78300,78300
2019-04-04 16:33:00,78200,1,78200,78200,78200
2019-04-04 16:29:00,78200,1,78200,78200,78200
2019-04-04 16:12:00,78300,1,78300,78300,78300
2019-04-04 15:48:00,78400,2,78300,78300,78400
2019-04-04 15:47:00,78300,1,78300,78300,78300
2019-04-04 15:46:00,78100,1,78100,78100,78100
2019-04-04 15:30:00,77800,1,77800,77800,77800
2019-04-04 15:09:00,77900,1,77900,77900,77900
2019-04-04 14:44:00,78000,3,77800,77700,78000
2019-04-04 14:43:00,77900,1,77900,77900,77900
